Timestamp,Pipeline,retrieval_precision@1,retrieval_precision@3,retrieval_precision@5,retrieval_recall@1,retrieval_recall@3,retrieval_recall@5,retrieval_page_recall@1,retrieval_page_recall@3,retrieval_page_recall@5,retrieval_ndcg@1,retrieval_ndcg@3,retrieval_ndcg@5,retrieval_map,retrieval_mrr,generation_exact_match,generation_contains_match,generation_token_f1,generation_bleu,generation_rouge1,generation_rouge2,generation_rougeL,generation_semantic_similarity,Total Runtime (seconds)
2026-04-17 14:05:33,Baseline RAG,0.55,0.2333,0.14,0.55,0.7,0.7,0.0,0.0,0.0,0.55,0.6315,0.6315,0.6083,0.6083,0.05,0.4,0.1937,0.0507,0.2109,0.1082,0.2109,0.1937,334.4483
